# MoMo RefID glossary v2026-05-18 (2827 unique refids)
# Source: materials/MoMo RefID update 18 May 26.xlsx (team Product, updated mỗi đợt release)
# Format: name<TAB>refid, sorted ASC by refid
# Lookup patterns (see Rule 1.8 in guardrail):
#   Validate exists:  awk -F"	" -v r="<refid>" '$2==r{ok=1;exit} END{exit !ok}' refid-glossary.tsv
#   Get name:         awk -F"	" -v r="<refid>" '$2==r{print $1}' refid-glossary.tsv
#   Search by name:   grep -i "<keyword>" refid-glossary.tsv
name	refid
Chuyển tiền thêm	p2p_transfer_more_bottom_sheet
Quản lý đặt chỗ	passbook
Sổ hành khách	passbook_on_transaction
Thông tin hành khách	passenger_airline
Thông tin hành khách	passenger_book
Quản lý vé và thông tin hành khách	passenger_info
Chi Tiết Quản Lý Hành Khách	passenger_management
Thông tin hành khách	passengerbook
Quản lý đặt chỗ và sổ hành khách	passengerinfo
PassengerInfo Test	passengerinfonew
Passkey	passkey_native
Trả Sau gần bạn	pay_later_near
Paygate CashBerry	paygate_cashberry
Payment Gateway Fiin	paygate_fiin
Paygate FWD	paygate_fwd
Paygate FWD Ecomerce	paygate_fwd_ecomerce
Cổng thanh toán Prudential Agent	paygate_prudential_agent
Payment Web 3DS	payment_3ds
Vay tiền siêu tốc F88	payment_clo_f88
Vay siêu tốc FE Credit	payment_clo_fecredit
Vay siêu tốc Mcredit	payment_clo_mcredit
Vay siêu tốc SHBF	payment_clo_shbf
QR nhận tiền	payment_code_tab
Thanh Toán An Toàn	payment_confirm
Source Napas Confirm	payment_confirm_napas
Payment confirm	payment_confirmation
payment confirmation web	payment_confirmation_web
Payment consent	payment_consent
Payment Cornerstone	payment_cornerstone
Mở thẻ tín dụng siêu tốc VIB	payment_cro_vib
Cổng thanh toán	payment_dynamic_qr
Payment Errors	payment_errors
Kiểm soát tính năng thanh toán	payment_growth_book
Chọn gói trả góp	payment_installment_plan
Quản lý thanh toán	payment_management
Payment multi-bill confirm	payment_multi_bill_confirmation
PaymentScreen	payment_napas_sdk
Kết quả giao dịch	payment_result_new
Kết quả giao dịch	payment_result_widget
PaymentScreen	payment_screen
Cài đặt thanh toán	payment_settings
Payment Single Bill	payment_single_bill
Thanh toán Static	payment_static
Thanh toán dịch vụ	payment_static_qr
Thanh toán dịch vụ	payment_static_screen
Thanh toán dịch vụ	payment_static_xborder
Quản lý thiết bị liên kết	payment_wearable
Quản lý thiết bị liên kết Apple Watch	payment_wearable_apple
Cài đặt liên kết	payment_wearable_detail
Quản lý thiết bị Garmin	payment_wearable_garmin
Quản lý thiết bị liên kết Huawei	payment_wearable_huawei
Quản lý thiết bị liên kết WearOS	payment_wearable_wearos
Anessa	payment_web_anessa
Bảo Việt An Gia	payment_web_baoviet_angia
Chăm sóc sức khoẻ Doctor Anywhere	payment_web_doctor_anywhere
Chăm sóc sức khoẻ Doctor Anywhere	payment_web_doctor_anywhere_disclaimer
Sinh Trắc Học  Vân Tay - CANWEDO	payment_web_fingerprint_biology
Hoa yêu thương	payment_web_hoayeuthuong
Giúp việc theo giờ	payment_web_jupviec
JupViec	payment_web_jupviec_disclaimer
Đặt phòng Luxstay	payment_web_luxstay
Medpro đặt khám nhanh	payment_web_medpro
Đăng ký khám bệnh	payment_web_medpro_disclaimer
Moira.vn	payment_web_moira
Nivea	payment_web_nivea
Đặt phòng VNTrip	payment_web_vntrip
Quản lý doanh thu - Đối tác MoMo	payout_merchant_template
Xác thực OTP	payx_bank_otp
PAYxSOF Configs	payxsof_configs
Trợ thủ tài chính	pd_rebrand
Chung cư Phú Đông Premier	pdpremier_apartment
Tin nhắn chờ	pending_message_screen
XBanner Buycard Viettel	personalize_buycard_viettel
personalize_gcvgtbb3_cashin	personalize_gcvgtbb3_cashin
personalize_gcvgtbb3_mapbank	personalize_gcvgtbb3_mapbank
personalize_gcvgtbb3_voucher	personalize_gcvgtbb3_voucher
personalize_gcvhellomomo_voucher	personalize_gcvhellomomo_voucher
XBanner Topup Mobiphone	personalize_topup_mobifone
XBanner Topup Viettel	personalize_topup_viettel
XBanner Topup Vinaphone	personalize_topup_vina
Mua xăng dầu	petrol_hub
Petrol City	petrol_hub_petrolcity
Petrolimex Hà Nội	petrol_hub_petrolimex
Thanh toán xăng dầu	petrol_payment
Phạt nguội Cross Sales	phat_nguoi_cross_sale
Phạt nguội Cross Sales DVC	phat_nguoi_cross_sales_dvc
Nước Phú Hòa Tân	phtwater
Chung cư Him Lam Phú Đông	phu_dong_himlam_apartment
Chung cư Phúc Yên 1	phuc_yen1_apartment
Chung cư Phú Đông Sky Garden	phudong_skygarden
Nước Phú Mỹ	phumy_water
Nước Phú Quí	phuqui_water
Nước Phú Yên	phuyen_water
Quyên góp	pig_donation
Pin To Home	pin_to_home_merchant_template
MoMo Platform Config	platform_config
Platform Event SDK	platform_event_sdk
Platform Logger Configs	platform_logger_config
Momo Platform Tabbar	platform_tabbar
16 GRAMS MEMBERSHIP	platinum_16grams
5RIGHTS COFFEE MEMBERSHIP	platinum_5right
An Nhiên Cafe Membership	platinum_an_nhien
ĂNG Ê COFFEE MEMBERSHIP	platinum_ang_e
Ba Hí Sài Gòn	platinum_ba_hi_sai_gon
Bánh bèo nậm lọc 3 Mẹt	platinum_ba_met
Bánh cuốn Tây Sơn Membership	platinum_banh_cuon_tay_son
BẾP BÀ NGỌC MEMBERSHIP	platinum_bep_ba_ngoc
Bếp Hai Mờ - Mì cay & Trà sữa Membership	platinum_bep_hai_mo
Bonchon Vietnam Membership	platinum_bonchon
Butter Bliss Membership	platinum_butter_bliss
CỐI COFFEE MEMBERSHIP	platinum_coi_coffee
CỘNG CÀ PHÊ Membership	platinum_cong_caphe
CUỐN NGON MEMBERSHIP	platinum_cuon_ngon
Ding Tea Hà Nội Membership	platinum_ding_tea
DOPE COFFEE MEMBERSHIP	platinum_dope_coffee
BÁNH TRÁNG GÁNH HÀNG RONG	platinum_ganh_hang_rong
GHILL COFFEE MEMBERSHIP	platinum_ghili
Gong Cha VN Membership	platinum_gongchavn
Half n Half Coffee Membership	platinum_half_and_half
HAO - THE TEA BAR MEMBERSHIP	platinum_hao_tea_bar
HOMY MEMBERSHIP	platinum_homy
HYLI COFFEE & TEA Membership	platinum_hyli
KAI Coffee Membership	platinum_kai
KANA Coffee 24H Membership	platinum_kana
KATINAT Membership	platinum_katinat
KOCHA MATCHA MEMBERSHIP	platinum_kocha_matcha
LA'MARS Membership	platinum_la_mars
THE LITTLE BEAN COFFEE	platinum_little_bean
Lupis Membership	platinum_lupis
Maison De Boony Membership	platinum_maison_de_boony
Quản lý thẻ thành viên	platinum_members
MILLIGRAM COFFEE MEMBERSHIP	platinum_milligram
Nestlé Việt Nam Membership	platinum_nestle
OJIN Membership	platinum_ojin
Onboarding Platinum	platinum_onboarding
PATH 18 Membership	platinum_path_18
Phan Express Membership	platinum_phan_express
RACCOON COFFEE MEMBERSHIP	platinum_raccoon
Đậu Má Mix Membership	platinum_rau_ma
Rau Má Sì Gòn Membership	platinum_rau_ma_si_gon
ROBUSTA HONEY	platinum_robusta_honey
ROCKETTO DESSERT MEMBERSHIP	platinum_rocketto
Rosier Membership	platinum_rosier
Ryo Sushi Membership	platinum_ryo_sushi
SANTHAI MEMBERSHIP	platinum_santhai
Starbucks Vietnam Membership	platinum_starbucks
SVN Membership	platinum_svn
Sweetlab Coffee Membership	platinum_sweetlab_coffee
TEACUP LOCAL MEMBERSHIP	platinum_tea_cup
TENCENT COFFEE & TEA MEMBERSHIP	platinum_tencent_coffee
THE CASCA COFFEE MEMBERSHIP	platinum_the_case_coffee
The Simple Café Membership	platinum_the_simple_cafe
THE VAGABOND PÂTISSERIE Membership	platinum_the_vagabond
TI TÊ CAFE MEMBERSHIP	platinum_ti_te_cafe
TIỆM BÁNH LÊU LÊU MEMBERSHIP	platinum_tiem_banh_leu_leu
TRÀ SỮA BÀ BÉO Membership	platinum_tra_sua_ba_beo
Lotusmiles - Vietnam Airlines Membership	platinum_vietnam_airlines_lotusmiles
Chọn cửa hàng	po_pick_store
Quản lý đặt chỗ	pocket
Phá Cỗ MoMo	poppop_MAF
Web Game Techday	poppopclear
Popup Manager	popup
Xem phim Online	popup_glxp
popup remind rating helpcenter	popup_remind_rating_help_center
Help center rating result	popup_result_rating_help_center
popup sof priority	popup_sof_priority
popup widget	popup_widget
Scan QRcode Emvco	posm
Bài viết Widget	post_widget
Sức Mạnh 2000 Staging	power_2000
Điện năng tiêu thụ	power_consumption
Thẻ trả sau	prepaid_detail
Tìm kiếm thẻ trả trước	prepaid_search
Thu phí gửi xe SPM trả trước	prepaid_spm_parking_fee
MoMo Bon Bon Đăng Ký Trước	presummer2023
Giao diện thử nghiệm	preview_new_home
Hướng dẫn thủ tục DVC	procedure_guide_dvc
Nhật ký Heo Đất	prod_lookback_3
Mua hộ vé số Vietlott	prod_payment_web_luckybest_android
Mua hộ vé số Vietlott	prod_payment_web_luckybest_ios
Profile	profile
Danh sách chặn	profile_block
Danh sách chặn	profile_block_list
Thông tin cá nhân	profile_detail
Profile Edit Information	profile_edit_additional_information
Profile Edit Information	profile_edit_base_information
Profile Edit Information	profile_edit_information
Danh sách theo dõi	profile_follow
Danh sách bạn bè	profile_friends
Trang cá nhân	profile_info
Cài đặt quyền riêng tư	profile_privacy_setting
Profile Viewer	profile_viewers
Progression 01 Tem	progression_01
Đường Đua Nhận Tiền	progression_03
Thử thách NESCAFÉ – Tích tem nhận thưởng	progression_04
Thử Thách Nhận Tiền	progression_05
Mua sản phẩm Nestlé	progression_06
Thử Thách Nhận Tiền	progression_07
Thử Thách Nhận Tiền	progression_08
Thử thách Nạp điện thoại	progression_09
Quản lý chi tiêu - Chia tiền triệu	progression_10
Quét QR tích tem	progression_11
Cùng Nestlé sắm Tết chất lượng	progression_12
Tích tem NESCAFÉ, nhận quà lên tới 30K	progression_13
Thử Thách Chia Tiền	progression_14
Tích Bắp Đổi Quà	progression_15
Thanh toán tích tem, săn bao lì xì	progression_16
Ghi chép chi tiêu, chia thưởng 21 triệu	progression_17
Nhà Gia Tiên - Tích bắp đổi quà	progression_18
Liên kết thành viên	progression_19
Phân loại 3 giao dịch, chia 33 triệu	progression_20
Tích Tem Nhận Quà	progression_21
Starbucks - Tích xu chill	progression_22
KATINAT - Tích xu chill	progression_23
Tích tem Conan	progression_24
Tích doanh thu Ví Trả Sau	progression_25
Tích Điểm Nestlé	progression_26
Rủ bạn nhận quà	progression_27
Tích điểm Nestlé, hoàn tiền 215k	progression_28
Tích Điểm Hảo Hảo	progression_29
Mời bạn bè cùng Nhìn lại 2025	progression_30
Thanh toán thả ga - Tích tem đổi quà	progression_31
Hành trình săn dấu - Rinh quà mỗi chặng	progression_32
Năm Ngọ xem phim Tết	progression_33
Nestlé - Lì xì liền tay	progression_34
Cưỡi Ngựa Xem Deal	progression_35
Gom Xu Đón Lộc	progression_36
progression_38	progression_38
progression_39	progression_39
Tích lũy test	progression_fpt_01
Bạn mới chạm deal hời	progression_fpt_02
Bạn mới chạm deal hời	progression_fpt_03
Gom Lửa Nuôi Rồng	progression_fpt_04
Săn Sập Sài Gòn	progression_fpt_05
Widget p2p tích điểm	progression_hoarding_widget
Thử thách thần tài	progression_tttp_01
Thử thách thần tài	progression_tttp_02
Thử thách thần tài	progression_tttp_03
Thử Thách Thần Tài	progression_tttp_04
Thử Thách Thần Tài	progression_tttp_05
Thử Thách Thần Tài	progression_tttp_08
Thử Thách Thần Tài tháng 6	progression_tttp_09
Liên kết dịch vụ	promo_bank_action
Săn thưởng cùng MoMo	promo_challenges
Ưu đãi	promotion
Cornerstone	promotion_cornerstone
Tất cả ưu đãi	promotion_filter
Promotion Game	promotion_game
Promotion Hub	promotion_hub
Nhập mã khuyến mãi	promotion_input
Nhập mã Ưu Đãi	promotion_input_localize
Promotion Input For New User	promotion_input_new_user
Summer Camp 25	promotion_sc25
Chi tiết quà tặng	promotion_service
ProvideInfoBank	provide_info_bank
Prudential Agent	prudential_agent
Shinhan Finance	pruf
Đặt hẹn đăng kiểm xe	ps_booking_register
Xem biên lai	ps_receipt
PS Search	ps_search
Tiện ích giao thông	ps_transport_hub
Publicservice Utility Support	ps_utility_support
Bảo hiểm Prudential	pva_v2
QR Thanh toán Quốc tế	qr_payment_aplus
QR Quốc tế	qr_payment_aplus_tab
QR Thanh toán	qr_payment_offline
Quét mã	qr_scancode
Thống kê lịch sử nhận tiền	qr_statistic_transaction
QR Tài Lộc	qr_tailoc_2023
Nước Quảng Bình	quangbinh_water
Nước Quảng Nam	quangnam_water
Nước Quảng Ngãi	quangngai_water
Nước Quảng Ninh	quangninh_water
Nước Quảng Trị	quangtri_water
Quy trình xử lý hồ sơ	qui_trinh_xu_ly_ho_so
MoMo Thông Thái	quizmo
Huỷ liên kết SĐT	reboarding_rekyc
Nhận tiền qua SĐT	receive_money_bank_links
Nhận tiền	receive_money_custom_bts
Cá nhân	receive_money_home
Link nhận tiền	receive_money_link
Receive Money Link Detail	receive_money_link_detail
Chi tiết khuyến nghị	recommendation_detail
Tạo hoà giải	reconciliation_create_buyer
Tạo hoà giải	reconciliation_create_seller
Chi tiết hoà giải Buyer	reconciliation_detail_buyer
Chi tiết hoà giải Seller	reconciliation_detail_seller
Reels	reels_home
Thước phim vui vẻ	reels_widget
Giới thiệu MoMo	referral
Rủ bạn chia quà Apple	referralApple
Giới thiệu Du lịch - Đi lại	referralOTA
Mời bạn chuyển tiền	referralW2B
Mời Bạn Mới	referral_code
Mời bạn dùng Data	referral_data
Rủ bạn thanh toán học phí lần đầu - Rinh	referral_edu
Mời bạn nạp game - Cùng chia quà khủng	referral_game
Giới thiệu game cho new user	referral_game_for_new_user
Giới thiệu theo dịch vụ	referral_service
Thử thách chào bạn mới	referral_step
Mời bạn - Nhận quà	referral_summer
Mời bạn - Săn thưởng	referral_telco
Sổ Tay Hoàn Tiền	refund_handbook
Đăng ký Non-OTP	register_bank_non_otp
Kết Quả Liên Kết	register_direct_debit_result
Thanh Toán Khuôn Mặt	register_facial_payment
Xem số dư ngân hàng	register_get_bank_balance
Xem số dư ngân hàng	register_get_bank_balance_bts
Đăng ký thanh toán trực tuyến	register_internet_banking
Nhắc góp quỹ	remind_contribute_fund_detail
Nhắc trả tiền	remind_money
Nhắc trả tiền	remind_money_contact
Western Union	remittance_western_union
Remittances Configuration	remittances_configuration
Báo cáo lừa đảo	report_scam
Phản ánh giao dịch rủi ro	report_transaction
Nhắc bạn trả tiền	request_money_bottom_sheet
Nhắc trả tiền	request_money_widget
Cổng thanh toán	request_payment
Cổng thanh toán	request_payment_sdk
Chia sẻ thông tin	request_userinfo
Danh sách yêu cầu chuyển tiền	requestmoney_list
Đặt lại mật khẩu	reset_password
Kết quả đăng ký thanh toán trực tiếp	result_direct_debit_only
Chỉnh sửa link nhận tiền	reveive_money_edit_link_bottom
Nhập số tiền	reveive_money_input_money_bottom
Danh sách đánh giá	review_list
Review Platform	review_platform
Tạo bài viết đánh giá	review_platform_create_review
Chi tiết quà tặng Ví trả sau	reward_combo_credit_paylater
Chi tiết quà tặng	reward_detail
Lotus Miles	rewards_lotusmiles
Thử thách bảo mật	risk_assessment
Chung Cư River Panorama	river_panorama_apartment
Chuyển tiền Ngân hàng	sacombank_cashout
Chuyển tiền Ngân hàng (Campaign)	sacombank_cashout_campaign
Bếp Sẻ Chia	sacombank_cashout_deep_link_bsc
Cung Thanh Niên Hà Nội - CLB TNV Thủ Đô	sacombank_cashout_deep_link_ctnhn
DNXH MSD United Way Vietnam	sacombank_cashout_deep_link_dnxh_msd
DNXH Vietnam Children’s Fund	sacombank_cashout_deep_link_vcf
Có gì mới	sacombank_cashout_news
Có gì mới	sacombank_cashout_news_v2
Ủng hộ khắc phục hậu quả mưa bão	sacombank_cashout_universal_link
Samsung Reward	samsung_rewards_0525
saving_trans_detail	saving_trans_detail
Ban quản lý chung cư Savista	savista
Báo cáo lừa đảo 2025	sc_lookback_2025
Chi tiết lừa đảo	scam_details
Quét AR	scan_ar_offline
Quét mã QR	scan_qr_offline
Quét mã QR	scan_qr_offline_v2
Đặt lịch khám	schedule_booking
Trường học Heo Đất	school
Dịch vụ Internet và Truyền hình SCTV	sctvcab
Dịch vụ Internet và Truyền hình SCTV	sctvcab_hub
Search service	search_all_services
Search for services	search_for_services
Home Search	search_home_config
Tìm kiếm đa năng	search_multiple
Search Config	search_service_config
season ticket config	season_ticket_config
săn vé	season_ticket_hub
Security Center	security_center
Cornerstone	security_cornerstone
Kiểm tra thông tin	security_payment_fraud
Security Questions - Security Center	security_questions
Security Tour	security_tour
Đổi pin	securitycenter_native
Chọn Thẻ Quà Tặng	select_promotion
SelectSOF	select_sof
Chọn quà	select_voucher
Gói tiết kiệm	selling_voucher
Chi tiết Gói tiết kiệm	selling_voucher_detail
Gói tiết kiệm của tôi	selling_voucher_owner
Tặng quà nhanh	send_gift_quick
Tặng quà	send_gift_widget
Cài đặt thông báo	settingNotification
Tuỳ chỉnh tài khoản	setting_account
Chi tiết dịch vụ	setting_promotion
Cài đặt ứng dụng	settings
Chung cư Sài Gòn Gateway	sggw_apartment
Lắc Mua Sắm cùng MoMo 🛒	shake-01
Rung Khế Hứng Vàng	shake_06
Lắc Rương Thưởng Vàng	shake_07
Xin thẻ ước nguyện	shake_08
Xin thẻ ước nguyện	shake_09
Pepsi Lắc vui bùng nổ	shake_10
Lắc cây vàng	shake_11
TRẢ HÓA ĐƠN GỌN - MỞ CỬA BUNG QUÀ	shake_12
Xin thẻ ước nguyện	shake_13
Lắc cây điều ước	shake_14
Bống Bống Bang Bang	shake_15
Lắc Betagen - Nhận iPhone Nghen	shake_16
Lắc Siêu Cấp	shake_17
Quét VietQR - Mở ra thông điệp	shake_18
Lắc Tới Bến	shake_19
Đập Hộp Rinh Quà	shake_20
Rút thông điệp - Mở kết nối	shake_21
Chọc mèo	shake_22
Săn Lộc Bản Lĩnh Tiger	shake_23
Rút Thông Điệp - Mở Yêu Thương	shake_24
Lắc Túi Hứng Lộc	shake_fpt_01
Chọc Mèo 2	shake_fpt_03
Tạp Hóa Ký Ức	shake_fpt_04
Lắc thả ga, ra quà gần	shake_nearby
Lắc thả ga, ra quà gần	shake_nearby_home
Widget shake near by	shake_nearby_widget
Chia sẻ thông tin hoá đơn	share_bill
	share_bill_notification
Shop Xu	shop_xu_2022
Shop Xu	shop_xu_filter
Hoàn Tiền Mua Sắm	shopback
Thương hiệu	shopback_brand
Danh mục Hoàn tiền Mua Sắm	shopback_category
Hoàn tiền mua sắm	shopback_refund
Chi tiết hoàn tiền	shopback_transaction
Có Gì Bán Nấy	shoppinghelper
MoMo Xu	shopxu2023
Reward Mission	shopxu2023_mission
Reward Promotion	shopxu2023_promotion
Reward Random Box	shopxu2023_random_box
Reward Random Box P2P	shopxu2023_random_box_p2p
Mua SIM chính chủ	simcenter
Chiến Thần Bay	slot_05
Quay Thưởng Đầu Tư	slot_07
Máy quay thưởng Yomost	slot_08
Quay Hay Trúng Lớn	slotmachine_01
Đường đua doanh số, tích tem đổi thưởng	sme_tem_0922
Snackbar	snackbar
SnackbarOverview	snackbar_overview
Thông báo	snackbar_overview_native
Snapshot Widget	snapshot_widget
Chat	social_bottom_sheet
So sánh hóa đơn cùng khu vực	social_campaign_evn
Tin nhắn	social_chat
Celebration Popup	social_fund_celebration_popup
Chia sẻ bài viết đặc biệt	social_fund_share_celebration_bts
Tính năng mới	social_fund_whats_new
Nhận quà	social_hub_gift_result
Widget chia sẻ cộng đồng	social_sharing_widget
Bảng tin của tôi	social_tabme
Cấp nước Sóc Trăng	soctrang_water
SOF Auto Payment	sof_auto_payment
SOF Cornerstone	sof_cornerstone
Sof Portal	sof_game
sofprioritywidget	sof_priority_widget
SOF SDK Configs	sof_sdk_configs
Nước Sơn La	sonla_water
Nước Sơn Tây Hà Nội	sontay_water
Đối tác MoMo	sound_box_referral
Loa nhận tiền	sound_box_web
Xác nhận đơn hàng	soundbox_checkout_order
Đơn hàng của tôi	soundbox_history
Quản lý loa	soundbox_management
Hướng dẫn sử dụng loa	soundbox_manual
Thiết lập loa thông báo	soundbox_onboard_merchant_template
Đơn hàng đã đặt	soundbox_order_history
Ghép đôi loa	soundbox_pairing
Chi tiết thẻ	source_info
Liên kết ngân hàng	source_manager
Quản lý tài khoản.	source_manager_switch_to_fund_manager
Thứ tự thanh toán	source_of_fund_manager
Choose source other	source_other
Lịch sử hoạt động trình tự thanh toán	source_priority_history
Lắc Xì 26	spirit_01
Event Swap Face	spirit_01_event
Xin một quẻ	spirit_01_fortune
Tiệm ảnh thời gian	spirit_01_picture
QR Thu tiền	split_money_lixi_theme
Popup chia tiền	split_money_popup
Nhắc Nhở Trả Tiền Chia Bill	split_money_remind
Nhắc nhở trả tiền	split_money_remind_popup
Thu phí gửi xe SPM	spm_parking_fee
Học phí SSC	ssc_school_fees
Single Sign On Grant	sso_authentication
Liên kết đăng nhập	sso_login_management
Game Voucher	stamp_collection_landing
Statistic Golden Pocket Widget	statistic_golden_pocket_widget
Widget Statistics Transfer	statistics_transfer_widget
Thông tin tài khoản	stock_account_info
	stock_advance_money
Quản lý tài sản	stock_asset
Tổng hợp tài sản	stock_asset_management
Quản lý tài sản	stock_asset_portfolio
Nhận quà tặng	stock_back_collector
Chứng Khoán	stock_center
Stock Config	stock_config
Chi tiết cổ phiếu	stock_detail
Stock Dev Tool	stock_devtool
Thực hiện quyền	stock_execuse_right
Experimental Config	stock_experiment_config
Trung tâm trợ giúp	stock_help_center
Lịch sử chuyển tài sản	stock_history_transfer_asset
Giới thiệu Ký quỹ	stock_margin
Thị trường	stock_market
Chỉ số thị trường	stock_market_index_detail
Cộng đồng đầu tư	stock_newsfeed_discussion
Lệnh đặt trong ngày	stock_order_list
Thanh toán an toàn Widget	stock_payment
Quản lý danh mục	stock_portfolio
Khuyến nghị cổ phiếu	stock_recommendation
Đăng ký tài khoản	stock_register
Đặt lệnh	stock_trading
Chi tiết giao dịch	stock_transaction_detail
Lịch sử giao dịch	stock_transaction_history
Hỗ trợ giao dịch chứng khoán	stock_transaction_support
Chuyển khoản ngân hàng	stock_transfer_bank
Config chuyển khoản ngân hàng	stock_transfer_bank_config
Quản lý Trang doanh nghiệp	store_manager
Chọn cửa hàng	store_nearby
QR nhận tiền	store_nearby_offline
Cập nhật cửa hàng	store_profile_merchant_template
Hộp lưu trữ - Tài khoản chuyển tiền	stored_account
Hộp lưu trữ - Thẻ thành viên	stored_membership
Student Pass	student_pass
Xác thực thẻ sinh viên	student_pass_2nd_doc
Xác thực email 2nd	student_pass_email_2nd
Đăng ký Student Pass	student_pass_register
Đăng Ký MoMo Student Pass	student_pass_success
Ủy quyền thanh toán	subcription_register
Chi tiết gói dịch vụ	subs_detail
Quản lý Subscription	subs_mgnt
Ủy quyền thanh toán	subs_register
Thông tin ví phụ	subwallet_info
Sức Mạnh 2000	sucmanh2k
Thông tin đặt vé	summary_airline
Sun PhuQuoc Airways	sunpq
Chung Cư Sunrise RiverSide	sunrise_riverside_apartment
Trợ giúp tại du lịch đi lại	support_landing_page_ota
Đăng Ký Sớm Kho Báu Biển Xanh	surf24-earlybird
Kho Báu Biển Xanh	surfer
Quà dành cho bạn	swipe_vouchers
sync widget	sync_widget
Vé máy bay	ta_ticket_airline
Thông tin ví	tab_subwallet_info
Lịch sử giao dịch ví phụ	tab_transaction_history_sw
Tin nhắn	tabbar_chat
MoMo	tabbar_home
MOMO DEV	tabbar_home_dev
Tôi	tabbar_mywallet
Trang Cá Nhân	tabbar_profile
Ưu đãi	tabbar_promotion
ƯU ĐÃI	tabbar_promotion_localize
Tabbar ScanQR	tabbar_scan_qr
Lịch sử GD	tabbar_transaction
2 phút hiểu tài chính	taichinh_chungkhoan_2025
2 phút hiểu tài chính	taichinh_tietkiem503020_2025
Nước sạch Tân Việt	tanviet_water
VETC Parking	tasco_topup
Nước Trung An	tawater
Tổng cục thuế	tax_payment
Nước Sạch Tây Hà Nội	tayhanoi_water
Nước Tây Ninh	tayninh_water
Cornerstone	tdmm_cornerstone
Săn Lùng Top Quán 2022	tdmm_tem_0922
Nước Thủ Đức	tdwater
Beat the Boss	techday-cloud
Thu Thập Cổ Vật	techday2025
Tech Day 2024	techday_2024
Tech Day 2025 Config	techday_2024_config
H@cking Week	techday_2024_hacking_week
Tech Day 2025	techday_2025
Telco Config Global	telcoConfigGlobal
Telco asset config	telco_asset_config
Nạp điện thoại tự động	telco_auto_debit
Telco Cornerstone	telco_cornerstone
Telco Deeplink Config	telco_deeplink_config
Telco Enable Feature Config	telco_enable_feature_config
Telco Event Config	telco_event_config
Recommend Config	telco_recommend_config
Loa phường đối tác	telco_vendor_promotion_message
Telco Payment Widget Config	telco_widget_config
Sim điện thoại	telsim
Tích Xu Chia Thưởng	tem_01
CHUYỂN TIỀN TÍCH TEM	tem_02
SĂN TRĂNG PHÁ CỖ	tem_03
Tích Đèn Rước Táo	tem_04
Mua hàng Nestlé - Tích tem nhận lì xì 10	tem_05
Phi Vụ Vé Vàng: Giật Lì Xì 168TR	tem_06
Trúng 10 triệu	ten_millions_offline
Cấp nước Thanh Hóa (THAWACO)	thanh_hoa
Nước sạch Thanh Oai	thanhoai_water
Nước Thành Trung	thanhtrung_water
The coffee house	thecoffeehouse
Đại học Quốc gia TP.HCM	thinangluc_vnuhcm
Nước Thốt Nốt	thotnot_water
Tòa HHA khu đô thị Tân Tây Đô	thu_ho_ momosdwo20201127
Trung tâm BachKhoa-Aptech	thu_ho_MOMO54KE20200706
Chung cư Khang Phú	thu_ho_MOMOA38V20190311
Chung cư Petroland	thu_ho_MOMOAIJE20200203
Chung cư Imperia Garden	thu_ho_MOMOAOOH20190812
Chung cư Mia Sài Gòn	thu_ho_MOMOAZGH20200804
Tòa nhà CT4 Văn Khê	thu_ho_MOMOCD6U20190724
Đại học Sư Phạm Đà Nẵng	thu_ho_MOMOD5MH20221220
Tòa CT1A Khu Đô Thị Tân Tây Đô	thu_ho_MOMOEW1020200908
Xphomes Star	thu_ho_MOMOG2KA20220908
Chung cư Hyundai HillState	thu_ho_MOMOHAH520190812
Ban quản lý chung cư Vidoland	thu_ho_MOMOIYIM20200824
CHUNG CƯ VISION 1	thu_ho_MOMOMHIV20200212
Tòa nhà N03T8 khu ngoại giao đoàn	thu_ho_MOMOOTHO20191024
Chung cư Galleria	thu_ho_MOMOOXNU20201015
Celadon Ruby City	thu_ho_MOMOPUND20200203
Chung cư Valeo	thu_ho_MOMOQ3CP20201012
Khu nhà ở xã hội CT19A	thu_ho_MOMOQHRO20190812
Chung cư Conic	thu_ho_MOMORPZP20201015
Chung cư Panorama	thu_ho_MOMOSI4O20190311
Chung Cư Mỹ Phú	thu_ho_MOMOSJLZ20190306
Chung cư Moonlight	thu_ho_MOMOSJRO20200715
Chung Cư SCREC	thu_ho_MOMOSP1120190723
Trường ĐH CNTT và TT Việt - Hàn	thu_ho_MOMOTXNQ20230607
Chung cư Kingston Residence	thu_ho_MOMOVSGK20220511
Nước Nông thôn Khánh Hoà	thu_ho_MOMOYBSF20210923
Truyền hình HTVC	thu_ho_MOMOZCJ820190625
Chung cư Test	thu_ho_chung_cu_payment
Chung cư CityLand Park Hills	thu_ho_chungcu_cityland_park_hills
Chung cư CityView Apartment	thu_ho_chungcu_cityview_apartment
Chung cư Garden Hill	thu_ho_chungcu_gardenhill
Chung cư Hoàng Anh Gold House	thu_ho_chungcu_hoanganh_goldhouse
Chung cư Hoàng Quốc Việt	thu_ho_chungcu_hoangquocviet
Chung cư Linh Trung	thu_ho_chungcu_linhtrung
Chung cư Ngọc Lan	thu_ho_chungcu_ngoclan
Chung cư Phú Mỹ	thu_ho_chungcu_phumy
Cao ốc PNTECHCONS	thu_ho_chungcu_pntechcons
